invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit,invoicePaidBy,invoicePaidStatus,invoiceDate
21612,200,200,0,0,0,24.56,Cash,Full Paid,1/3/2019 9:16
21613,2220,2220,0,5,117.31,203.195,Cash,Full Paid,1/3/2019 9:17
21614,200,200,0,0,0,26,Cash,Full Paid,1/3/2019 9:17
21615,580,580,0,0,22,26.6,Cash,Full Paid,1/3/2019 9:19
21616,190,190,0,0,0,24,Cash,Full Paid,1/3/2019 9:20
21617,1036.86,1036.86,0,5,54.57,88.2985,Cash,Full Paid,1/3/2019 9:26
21618,100,100,0,0,0,13,Cash,Full Paid,1/3/2019 9:27
21619,540,540,0,3,20.39,50.9983,Cash,Full Paid,1/3/2019 9:29
21620,100,100,0,0,11.2,4,Cash,Full Paid,1/3/2019 9:31
21621,75,75,0,0,1.95,7.05,Cash,Full Paid,1/3/2019 9:33
21622,361,361,0,5,19,31,Cash,Full Paid,1/3/2019 9:34
21623,185,185,0,0,4,19.36,Cash,Full Paid,1/3/2019 9:35
21624,76.95,76.95,0,0,0,9,Cash,Full Paid,1/3/2019 9:38
21625,390.74,390.74,0,5,20.57,32.655,Cash,Full Paid,1/3/2019 9:39
21626,200,200,0,0,0.05,26.04,Cash,Full Paid,1/3/2019 9:40
21627,1360,1360,0,0,35,104.5,Cash,Full Paid,1/3/2019 9:41
21628,515.09,515.09,0,5,27.11,43.94,Cash,Full Paid,1/3/2019 9:42
21629,19,19,0,0,0,2.42,Cash,Full Paid,1/3/2019 9:44
21630,180,180,0,0,4.8,17.9,Cash,Full Paid,1/3/2019 9:45
21631,110,110,0,0,0,11,Cash,Full Paid,1/3/2019 9:45
21632,140,140,0,0,5,13.85,Cash,Full Paid,1/3/2019 9:49
21633,200.45,200.45,0,5,10.55,23.31,Cash,Full Paid,1/3/2019 9:56
21634,508.25,508.25,0,5,26.75,40.65,Cash,Full Paid,1/3/2019 9:59
21635,532,532,0,5,28,45.05,Cash,Full Paid,1/3/2019 10:01
21636,446.5,446.5,0,5,23.5,38.5,Cash,Full Paid,1/3/2019 10:01
21637,240.35,240.35,0,5,12.65,20.35,Cash,Full Paid,1/3/2019 10:05
21638,77.32,77.32,0,0,0,10.1,Cash,Full Paid,1/3/2019 10:08
21639,85,85,0,0,0,16,Cash,Full Paid,1/3/2019 10:08
21640,280,280,0,0,4,38,Cash,Full Paid,1/3/2019 10:09
21641,120,120,0,0,4.4,11.56,Cash,Full Paid,1/3/2019 10:11
21642,65,65,0,0,1,7.4,Cash,Full Paid,1/3/2019 10:16
21643,99.75,99.75,0,5,5.25,8.25,Cash,Full Paid,1/3/2019 10:17
21644,359.1,359.1,0,5,18.9,33.18,Cash,Full Paid,1/3/2019 10:23
21645,150,150,0,0,0,20,Cash,Full Paid,1/3/2019 10:24
21646,320,320,0,0,5,37.39,Cash,Full Paid,1/3/2019 10:26
21647,332.5,332.5,0,5,17.5,27.5,Cash,Full Paid,1/3/2019 10:32
21648,831.58,831.58,0,3,25.72,90.431,Cash,Full Paid,1/3/2019 10:33
21649,19.5,19.5,0,0,0,2.55,Cash,Full Paid,1/3/2019 10:49
21650,45.66,45.66,0,0,0,6.21,Cash,Full Paid,1/3/2019 10:56
21651,350,350,0,0,16,34.15,Cash,Full Paid,1/3/2019 11:01
21652,25,25,0,0,1,2.4,Cash,Full Paid,1/3/2019 11:09
21653,250,0,250,0,6,25.2,Credit,Not Paid,1/3/2019 11:10
21654,580.88,580.88,0,5,30.57,52.0275,Cash,Full Paid,1/4/2019 10:21
21655,120,120,0,0,4,14,Cash,Full Paid,1/4/2019 10:25
21656,700,700,0,0,20,109,Cash,Full Paid,1/4/2019 10:36
21657,990,0,990,0,20,164.27,Credit,Not Paid,1/4/2019 10:45
21658,250,250,0,0,0,33.52,Cash,Full Paid,1/4/2019 10:58
21659,180,180,0,0,0,23,Cash,Full Paid,1/4/2019 11:13
21660,660,660,0,0,21.66,67.24,Cash,Full Paid,1/4/2019 11:16
21661,40,40,0,0,0,5.24,Cash,Full Paid,1/4/2019 11:17
21662,290,290,0,0,4.04,33.68,Cash,Full Paid,1/4/2019 11:24
21663,3450,3450,0,0,165,322.23,Cash,Full Paid,1/4/2019 4:40
21664,509.39,509.39,0,5,26.81,43.52,Cash,Full Paid,1/4/2019 4:50
21665,130,130,0,0,8,10,Cash,Full Paid,1/4/2019 4:53
21666,110,110,0,0,4.6,11.1,Cash,Full Paid,1/4/2019 4:55
21667,59.7,59.7,0,0,0,8.4,Cash,Full Paid,1/4/2019 4:56
21668,485,0,485,0,0,40,Credit,Not Paid,1/4/2019 5:03
21669,220,220,0,0,10,28.34,Cash,Full Paid,1/4/2019 5:05
21670,150,0,150,0,10,11.6,Credit,Not Paid,1/4/2019 5:07
21671,45,45,0,0,0,6,Cash,Full Paid,1/4/2019 5:09
21672,140,140,0,0,0,19.7,Cash,Full Paid,1/4/2019 5:19
21673,50,50,0,0,3.06,3.8,Cash,Full Paid,1/4/2019 5:24
21674,100,100,0,0,4,10.2,Cash,Full Paid,1/4/2019 5:25
21675,110.5,110.5,0,0,0,16.79,Cash,Full Paid,1/4/2019 5:31
21676,100,100,0,0,0,13.4,Cash,Full Paid,1/4/2019 5:36
21677,119.96,119.96,0,0,0,17.02,Cash,Full Paid,1/4/2019 5:36
21678,68.25,68.25,0,0,0,8.95,Cash,Full Paid,1/4/2019 5:37
21679,90.4,90.4,0,0,0,11.9,Cash,Full Paid,1/4/2019 5:46
21680,799.12,799.12,0,5,42.06,68.311,Cash,Full Paid,1/4/2019 5:49
21681,20,20,0,0,0,3.6,Cash,Full Paid,1/4/2019 5:52
21682,390,390,0,0,11.4,40.72,Cash,Full Paid,1/4/2019 6:00
21683,150,150,0,0,5,15,Cash,Full Paid,1/4/2019 6:01
21684,200,200,0,0,20,7.02,Cash,Full Paid,1/4/2019 6:12
21685,240,240,0,0,5.2,28.6,Cash,Full Paid,1/4/2019 6:18
21686,90,90,0,0,0,13.71,Cash,Full Paid,1/4/2019 6:19
21687,240,240,0,0,17.84,16.36,Cash,Full Paid,1/4/2019 6:21
21688,4307.4,4307.4,0,5,226.71,310.425,Cash,Full Paid,1/4/2019 6:30
21689,47,47,0,0,0,6.89,Cash,Full Paid,1/4/2019 6:32
21690,150,150,0,0,0,21,Cash,Full Paid,1/4/2019 6:33
21691,760,760,0,5,42.11,60.925,Cash,Full Paid,1/4/2019 6:36
21692,580,580,0,5,34.51,48.295,Cash,Full Paid,1/4/2019 6:38
21693,45,45,0,0,0,4.5,Cash,Full Paid,1/4/2019 6:38
21694,96,96,0,0,0,12.56,Cash,Full Paid,1/4/2019 6:39
21695,170,170,0,0,1.5,21.6,Cash,Full Paid,1/4/2019 6:39
21696,61.4,61.4,0,0,0,8.83,Cash,Full Paid,1/4/2019 6:46
21697,30,30,0,0,0.92,2.14,Cash,Full Paid,1/4/2019 6:49
21698,210,210,0,0,0.2,62.8,Cash,Full Paid,1/4/2019 7:02
21699,100,100,0,0,4.72,9.14,Cash,Full Paid,1/4/2019 7:03
21700,280,280,0,0,6.3,32.55,Cash,Full Paid,1/4/2019 7:05
21701,280,280,0,0,4,36.1,Cash,Full Paid,1/4/2019 7:07
21702,378.3,378.3,0,3,11.7,39.3,Cash,Full Paid,1/4/2019 7:11
21703,16.44,16.44,0,0,0,1.32,Cash,Full Paid,1/4/2019 7:13
21704,23,23,0,0,0.9,3.7,Cash,Full Paid,1/4/2019 7:13
21705,340,340,0,0,11,32.72,Cash,Full Paid,1/4/2019 7:16
21706,3620,3620,0,0,102.8,481.45,Cash,Full Paid,1/4/2019 7:16
21707,210,210,0,0,0,34,Cash,Full Paid,1/4/2019 7:18
21708,1338.21,1338.21,0,5,70.43,116.688,Cash,Full Paid,1/4/2019 7:23
21709,376.11,376.11,0,5,19.8,31.795,Cash,Full Paid,1/4/2019 7:24
21710,22.63,22.63,0,5,1.19,1.929,Cash,Full Paid,1/4/2019 7:26
21711,30,30,0,0,2.25,1.95,Cash,Full Paid,1/4/2019 7:29
21712,110,110,0,0,1.99,12.97,Cash,Full Paid,1/4/2019 7:32
21713,600,600,0,0,0,64,Cash,Full Paid,1/4/2019 7:33
21714,269.14,269.14,0,5,14.17,22.535,Cash,Full Paid,1/4/2019 7:34
21715,200,200,0,0,1,25,Cash,Full Paid,1/4/2019 7:37
21716,45,45,0,0,0,8.9,Cash,Full Paid,1/4/2019 7:37
21717,500,500,0,0,10,88,Cash,Full Paid,1/4/2019 7:46
21718,536.19,536.19,0,3.5,19.45,75.9326,Cash,Full Paid,1/4/2019 7:47
21719,270,270,0,5,15,22,Cash,Full Paid,1/4/2019 7:47
21720,342.114,342.114,0,5,18.006,30.314,Cash,Full Paid,1/4/2019 7:49
21721,50,50,0,0,0,10,Cash,Full Paid,1/4/2019 7:50
21722,114,114,0,5,6,10,Cash,Full Paid,1/4/2019 7:52
21723,247.608,247.608,0,5,13.032,20.148,Cash,Full Paid,1/4/2019 7:56
21724,510,510,0,0,20,70,Cash,Full Paid,1/4/2019 8:00
21725,70,70,0,0,5,9.76,Cash,Full Paid,1/4/2019 8:01
21726,160,160,0,0,9.7,13.1,Cash,Full Paid,1/4/2019 8:06
21727,219.34,219.34,0,5,11.54,18.396,Cash,Full Paid,1/4/2019 8:07
21728,110,110,0,0,7.5,7.4,Cash,Full Paid,1/4/2019 8:10
21729,320,320,0,0,2,43.5,Cash,Full Paid,1/4/2019 8:12
21730,15,15,0,0,0.6,1.32,Cash,Full Paid,1/4/2019 8:13
21731,180,180,0,0,0,45,Cash,Full Paid,1/4/2019 8:19
21732,190,190,0,0,0.4,25.3,Cash,Full Paid,1/4/2019 8:19
21733,2565,2565,0,5,135,540,Cash,Full Paid,1/4/2019 8:20
21734,20,20,0,0,1,1.91,Cash,Full Paid,1/4/2019 8:21
21735,446.69,446.69,0,5,23.51,43.25,Cash,Full Paid,1/4/2019 8:24
21736,19,19,0,0,0,2.42,Cash,Full Paid,1/4/2019 8:29
21737,30,30,0,0,0,3.92,Cash,Full Paid,1/4/2019 8:32
21738,300,300,0,5,16.68,26.116,Cash,Full Paid,1/4/2019 8:39
21739,140,140,0,0,0,18,Cash,Full Paid,1/4/2019 8:40
21740,2709.78,2709.78,0,5,142.62,231.48,Cash,Full Paid,1/4/2019 8:40
21741,541.74,541.74,0,5,28.51,50.1975,Cash,Full Paid,1/4/2019 8:43
21742,405.41,405.41,0,5,21.34,28.1625,Cash,Full Paid,1/4/2019 8:48
21743,70,70,0,0,0.7,7.36,Cash,Full Paid,1/4/2019 8:50
21744,3065.37,3065.37,0,5,161.34,181.665,Cash,Full Paid,1/4/2019 8:57
21745,1400.74,1400.74,0,3.5,50.8,133.4161,Cash,Full Paid,1/4/2019 8:57
21746,299.63,299.63,0,5,15.77,26.03,Cash,Full Paid,1/4/2019 8:58
21747,360.84,360.84,0,3,11.16,150.44,Cash,Full Paid,1/4/2019 9:00
21748,100,100,0,0,0,13,Cash,Full Paid,1/4/2019 9:01
21749,198,198,0,4,8.25,20.25,Cash,Full Paid,1/4/2019 9:03
21750,99,99,0,0,0,13.65,Cash,Full Paid,1/4/2019 9:04
21751,860,860,0,0,25,62.7,Cash,Full Paid,1/4/2019 9:05
21752,200,200,0,0,0,26,Cash,Full Paid,1/4/2019 9:07
21753,49.84,49.84,0,0,0,6.86,Cash,Full Paid,1/4/2019 9:08
21754,220,220,0,0,4,27.7,Cash,Full Paid,1/4/2019 9:10
21755,279.4,279.4,0,2.5,7.16,30.216,Cash,Full Paid,1/4/2019 9:16
21756,229.99,229.99,0,3,7.11,25.287,Cash,Full Paid,1/4/2019 9:23
21757,250,250,0,0,5,73,Cash,Full Paid,1/4/2019 9:28
21758,110,110,0,0,1,13.1,Cash,Full Paid,1/4/2019 9:30
21759,150.01,150.01,0,5,7.9,12.675,Cash,Full Paid,1/4/2019 9:31
21760,1930,1930,0,0,140,31.46,Cash,Full Paid,1/4/2019 9:48
21761,322.53,322.53,0,5,16.98,28.875,Cash,Full Paid,1/4/2019 9:50
21762,289.66,289.66,0,5,15.25,25.455,Cash,Full Paid,1/4/2019 9:56
21763,318.06,318.06,0,5,16.74,24.86,Cash,Full Paid,1/4/2019 9:57
21764,510.63,510.63,0,5,26.88,46.685,Cash,Full Paid,1/4/2019 9:59
21765,415,0,415,0,0,40.28,Credit,Not Paid,1/4/2019 10:01
21766,818.13,818.13,0,3.5,29.67,77.727,Cash,Full Paid,1/4/2019 10:03
21767,58,58,0,0,0,8.57,Cash,Full Paid,1/4/2019 10:06
21768,374.61,374.61,0,3,11.59,76.714,Cash,Full Paid,1/4/2019 10:10
21769,290,290,0,0,10,20,Cash,Full Paid,1/4/2019 10:10
21770,200,200,0,0,40,15.2,Cash,Full Paid,1/4/2019 10:11
21771,693.5,693.5,0,5,36.5,73.5,Cash,Full Paid,1/4/2019 10:11
21772,110,110,0,0,5,6.3,Cash,Full Paid,1/4/2019 10:16
21773,570,0,570,0,20,23.7,Credit,Not Paid,1/4/2019 10:17
21774,88.4,88.4,0,0,0,12.6,Cash,Full Paid,1/4/2019 10:21
21775,248.13,248.13,0,3,7.67,28.126,Cash,Full Paid,1/4/2019 10:24
21776,114.89,114.89,0,0,2.21,12.19,Cash,Full Paid,1/4/2019 10:24
21777,220,220,0,0,8,23.38,Cash,Full Paid,1/4/2019 10:26
21778,16.44,16.44,0,0,0,1.32,Cash,Full Paid,1/4/2019 10:31
21779,1520,1520,0,5,80,136,Cash,Full Paid,1/4/2019 10:38
21780,96.8,96.8,0,0,0,14.3,Cash,Full Paid,1/4/2019 10:46
21781,550,550,0,0,34.8,68.55,Cash,Full Paid,1/4/2019 10:55
21782,385,0,385,0,0,76.25,Credit,Not Paid,1/4/2019 10:55
21783,100,100,0,0,0,14.4,Cash,Full Paid,1/4/2019 10:59
21784,500,500,0,0,8.8,57.6,Cash,Full Paid,1/4/2019 11:10
21785,400,400,0,0,23,32,Cash,Full Paid,1/4/2019 11:10
21786,33.8,33.8,0,0,0,5.02,Cash,Full Paid,1/5/2019 9:17
21787,380,380,0,0,0,55.8,Cash,Full Paid,1/5/2019 9:23
21788,19,19,0,0,0,2.42,Cash,Full Paid,1/5/2019 9:23
21789,908.87,908.87,0,5,47.84,84.065,Cash,Full Paid,1/5/2019 9:39
21790,190,190,0,0,5.6,18.7,Cash,Full Paid,1/5/2019 9:42
21791,75,75,0,0,2.7,7.48,Cash,Full Paid,1/5/2019 9:50
21792,320,320,0,0,1,49.2,Cash,Full Paid,1/5/2019 9:52
21793,38,38,0,0,0,4.84,Cash,Full Paid,1/5/2019 9:58
21794,434.15,434.15,0,5,22.85,36.15,Cash,Full Paid,1/5/2019 10:11
21795,900,900,0,0,25,100.24,Cash,Full Paid,1/5/2019 10:14
21796,1935.14,0,1935.14,0,0,250.27,Credit,Not Paid,1/5/2019 10:14
21797,180,180,0,0,10,17,Cash,Full Paid,1/5/2019 10:18
21798,18.92,18.92,0,0,0,2.64,Cash,Full Paid,1/5/2019 10:39
21799,16,16,0,0,0.5,4.45,Cash,Full Paid,1/5/2019 10:40
21800,40,40,0,0,11.8,-5,Cash,Full Paid,1/5/2019 10:47
21801,1840,1840,0,3,61,122.46,Cash,Full Paid,1/5/2019 10:52
21802,300,300,0,0,18,26.75,Cash,Full Paid,1/5/2019 11:00
21803,120,120,0,0,6,9.46,Cash,Full Paid,1/5/2019 11:11
21804,100,100,0,0,0,10.71,Cash,Full Paid,1/5/2019 11:13
21805,336.41,336.41,0,6.5,23.39,24.693,Cash,Full Paid,1/5/2019 11:16
21806,200,200,0,0,3,25.8,Cash,Full Paid,1/5/2019 11:19
21807,228.62,228.62,0,5,12.58,17.42,Cash,Full Paid,1/5/2019 11:21
21808,100,100,0,0,0,15,Cash,Full Paid,1/5/2019 11:24
21809,14,14,0,0,0,2.2,Cash,Full Paid,1/5/2019 11:25
21810,650,650,0,5,35,54,Cash,Full Paid,1/5/2019 11:34
21811,959.8,959.8,0,5,54.4,136.85,Cash,Full Paid,1/5/2019 11:48
21812,1280,1280,0,0,4,163.32,Cash,Full Paid,1/5/2019 11:49
21813,5,5,0,0,0,0.7,Cash,Full Paid,1/5/2019 12:11
21814,260,260,0,0,4.4,31.59,Cash,Full Paid,1/5/2019 12:16
21815,500,500,0,0,40,30,Cash,Full Paid,1/5/2019 12:29
21816,44,44,0,0,0,5.82,Cash,Full Paid,1/5/2019 12:47
21817,622.25,622.25,0,5,32.75,48.25,Cash,Full Paid,1/5/2019 12:51
21818,350,0,350,0,5.6,36.7,Credit,Not Paid,1/5/2019 12:53
21819,360,360,0,0,8.03,39,Cash,Full Paid,1/5/2019 1:02
21820,160,160,0,0,4,17,Cash,Full Paid,1/5/2019 1:03
21821,203.52,203.52,0,0,0,26.52,Cash,Full Paid,1/5/2019 1:14
21822,310.1,310.1,0,0,10,32.6,Cash,Full Paid,1/5/2019 1:18
21823,200,200,0,0,0,26,Cash,Full Paid,1/5/2019 1:22
21824,80,80,0,0,0,8.57,Cash,Full Paid,1/5/2019 1:23
21825,100,100,0,0,0.32,16.4,Cash,Full Paid,1/5/2019 1:26
21826,30,30,0,0,1.25,9.375,Cash,Full Paid,1/5/2019 1:27
21827,2400,2400,0,0,90,159,Cash,Full Paid,1/5/2019 1:28
21828,350,350,0,0,1.88,47.76,Cash,Full Paid,1/5/2019 1:31
21829,50,50,0,0,0,6.75,Cash,Full Paid,1/5/2019 1:33
21830,106,106,0,5,6,8.8,Cash,Full Paid,1/5/2019 4:56
21831,8.46,0,8.46,0,0,1.1,Credit,Not Paid,1/5/2019 5:01
21832,29.2,29.2,0,0,0,3.8,Cash,Full Paid,1/5/2019 5:05
21833,20,20,0,0,1,5,Cash,Full Paid,1/5/2019 5:12
21834,140,140,0,0,0.5,18.2,Cash,Full Paid,1/5/2019 5:12
21835,220,220,0,0,8,21.64,Cash,Full Paid,1/5/2019 5:33
21836,57,57,0,0,0,7.45,Cash,Full Paid,1/5/2019 5:38
21837,1170,1170,0,0,28,82.3,Cash,Full Paid,1/5/2019 5:47
21838,120,120,0,0,0,17,Cash,Full Paid,1/5/2019 5:59
21839,751.71,751.71,0,4,31.32,76.0088,Cash,Full Paid,1/5/2019 6:05
21840,49,49,0,0,0,6.4,Cash,Full Paid,1/5/2019 6:08
21841,309.43,309.43,0,3,9.57,41.93,Cash,Full Paid,1/5/2019 6:11
21842,30,30,0,0,0,3.92,Cash,Full Paid,1/5/2019 6:14
21843,300,300,0,0,1.48,32.13,Cash,Full Paid,1/5/2019 6:14
21844,893,893,0,5,47,80.4,Cash,Full Paid,1/5/2019 6:19
21845,70,70,0,0,3,7.3,Cash,Full Paid,1/5/2019 6:23
21846,50,50,0,0,0.2,6.52,Cash,Full Paid,1/5/2019 6:24
21847,104.5,104.5,0,5,5.5,24.5,Cash,Full Paid,1/5/2019 6:28
21848,180,180,0,0,0,23,Cash,Full Paid,1/5/2019 6:30
21849,100,100,0,0,0,29.2,Cash,Full Paid,1/5/2019 6:35
21850,696.35,696.35,0,5,36.65,64.85,Cash,Full Paid,1/5/2019 6:45
21851,300,300,0,0,0,62.45,Cash,Full Paid,1/5/2019 6:47
21852,250,250,0,0,0,30,Cash,Full Paid,1/5/2019 6:48
21853,100,100,0,0,2,11.32,Cash,Full Paid,1/5/2019 6:50
21854,220,220,0,5,12.51,11.715,Cash,Full Paid,1/5/2019 6:51
21855,20,20,0,0,0,4.4,Cash,Full Paid,1/5/2019 6:52
21856,450,450,0,0,10,50,Cash,Full Paid,1/5/2019 6:53
21857,100,100,0,0,1,12.6,Cash,Full Paid,1/5/2019 6:54
21858,553.85,553.85,0,5,29.15,41.85,Cash,Full Paid,1/5/2019 6:55
21859,140,140,0,0,2.5,16.75,Cash,Full Paid,1/5/2019 6:57
21860,1172.59,1172.59,0,5,61.72,110.085,Cash,Full Paid,1/5/2019 7:02
21861,25,25,0,0,0,3.26,Cash,Full Paid,1/5/2019 7:06
21862,190,190,0,0,0.4,24.4,Cash,Full Paid,1/5/2019 7:07
21863,340,340,0,0,10,37.25,Cash,Full Paid,1/5/2019 7:07
21864,30,30,0,0,0,17.55,Cash,Full Paid,1/5/2019 7:13
21865,469.86,469.86,0,4.5,22.14,44.61,Cash,Full Paid,1/5/2019 7:14
21866,199.5,199.5,0,5,10.5,18,Cash,Full Paid,1/5/2019 7:15
21867,342,342,0,5,18,29.1,Cash,Full Paid,1/5/2019 7:18
21868,185,185,0,0,2,24.6,Cash,Full Paid,1/5/2019 7:27
21869,40,40,0,0,2,3.68,Cash,Full Paid,1/5/2019 7:30
21870,159.6,159.6,0,5,8.4,13.6,Cash,Full Paid,1/5/2019 7:34
21871,55.6,55.6,0,0,0,7.6,Cash,Full Paid,1/5/2019 7:37
21872,1620,1620,0,5,88.82,134.099,Cash,Full Paid,1/5/2019 7:38
21873,960,960,0,5,53.8,78.8,Cash,Full Paid,1/5/2019 7:38
21874,60,60,0,0,4.2,4.4,Cash,Full Paid,1/5/2019 7:40
21875,1000,1000,0,0,50,95,Cash,Full Paid,1/5/2019 7:44
21876,70,70,0,0,0,6.36,Cash,Full Paid,1/5/2019 7:45
21877,200,200,0,0,5,20.2,Cash,Full Paid,1/5/2019 7:46
21878,1260,1260,0,0,40,78.2,Cash,Full Paid,1/5/2019 7:51
21879,270,270,0,0,8,32,Cash,Full Paid,1/5/2019 7:53
21880,739.39,739.39,0,5,38.92,72.635,Cash,Full Paid,1/5/2019 7:57
21881,30,30,0,0,2.88,-0.24,Cash,Full Paid,1/5/2019 8:01
21882,100,100,0,0,0.2,12.85,Cash,Full Paid,1/5/2019 8:03
21883,640.8,640.8,0,4,26.7,60.4,Cash,Full Paid,1/5/2019 8:07
21884,2000,2000,0,0,51.87,159.5,Cash,Full Paid,1/5/2019 8:10
21885,70,70,0,0,0,20,Cash,Full Paid,1/5/2019 8:11
21886,123.74,123.74,0,5,6.51,10.4875,Cash,Full Paid,1/5/2019 8:11
21887,1210.38,1210.38,0,5,63.7,102.616,Cash,Full Paid,1/5/2019 8:19
21888,130,130,0,0,5.3,12.7,Cash,Full Paid,1/5/2019 8:26
21889,60,60,0,0,6.44,0.24,Cash,Full Paid,1/5/2019 8:34
21890,140,140,0,5,8.8,12.3,Cash,Full Paid,1/5/2019 8:34
21891,2256.25,2256.25,0,5,118.75,243.54,Cash,Full Paid,1/5/2019 8:35
21892,256.5,256.5,0,5,13.5,23.5,Cash,Full Paid,1/5/2019 8:35
21893,357.96,357.96,0,5,18.84,28.46,Cash,Full Paid,1/5/2019 8:37
21894,464.08,464.08,0,5,24.43,39.275,Cash,Full Paid,1/5/2019 8:38
21895,340,340,0,0,7.5,39,Cash,Full Paid,1/5/2019 8:43
21896,470,470,0,0,25,49.25,Cash,Full Paid,1/5/2019 8:45
21897,1746.2,1746.2,0,3.5,63.33,115.10645,Cash,Full Paid,1/5/2019 8:45
21898,200,200,0,0,4,29,Cash,Full Paid,1/5/2019 8:46
21899,333.74,333.74,0,5,17.57,22.235,Cash,Full Paid,1/5/2019 8:46
21900,1488.56,0,1488.56,5,78.35,130.555,Credit,Not Paid,1/5/2019 8:47
21901,100,100,0,0,0,15,Cash,Full Paid,1/5/2019 8:49
21902,2460.5,2460.5,0,5,129.5,258.5,Cash,Full Paid,1/5/2019 8:53
21903,280,280,0,0,0,36,Cash,Full Paid,1/5/2019 8:54
21904,170,170,0,0,0,18.2,Cash,Full Paid,1/5/2019 8:55
21905,450,450,0,0,4,57,Cash,Full Paid,1/5/2019 8:56
21906,475,475,0,5,25,35,Cash,Full Paid,1/5/2019 8:57
21907,169.01,169.01,0,5,8.9,13.725,Cash,Full Paid,1/5/2019 8:57
21908,264.01,264.01,0,5,13.9,44.405,Cash,Full Paid,1/5/2019 8:58
21909,1300,1300,0,0,50,58,Cash,Full Paid,1/5/2019 8:59
21910,170,150,20,0,8,16.64,Cash,Advance,1/5/2019 9:05
21911,54.87,0,54.87,0,0,7.42,Credit,Not Paid,1/5/2019 9:09
21912,785.0515,785.0515,0,5,41.3185,65.9515,Cash,Full Paid,1/5/2019 9:11
21913,400,400,0,0,23,32,Cash,Full Paid,1/5/2019 9:11
21914,96,96,0,0,0,12.56,Cash,Full Paid,1/5/2019 9:11
21915,38,38,0,0,0,4.84,Cash,Full Paid,1/5/2019 9:11
21916,170,170,0,0,0.1,22.1,Cash,Full Paid,1/5/2019 9:12
21917,100,100,0,0,4,9.7,Cash,Full Paid,1/5/2019 9:15
21918,640,640,0,5,36.71,52.995,Cash,Full Paid,1/5/2019 9:18
21919,40,40,0,0,0,7.2,Cash,Full Paid,1/5/2019 9:20
21920,60,60,0,0,3,5.22,Cash,Full Paid,1/5/2019 9:20
21921,1057,1057,0,0,34,97.4,Cash,Full Paid,1/5/2019 9:23
21922,258.69,258.69,0,5,13.62,24.125,Cash,Full Paid,1/5/2019 9:24
21923,34.05,34.05,0,0,0,4.5,Cash,Full Paid,1/5/2019 9:26
21924,596.03,596.03,0,5,31.37,55.17,Cash,Full Paid,1/5/2019 9:28
21925,400.05,400.05,0,10,44.45,16.75,Cash,Full Paid,1/5/2019 9:30
21926,738.23,738.23,0,5,38.85,64.066,Cash,Full Paid,1/5/2019 9:32
21927,1458.73,0,1458.73,7.5,118.28,128.225,Credit,Not Paid,1/5/2019 9:33
21928,190,190,0,5,10,17.6,Cash,Full Paid,1/5/2019 9:34
21929,672.6,672.6,0,5,35.4,57.57,Cash,Full Paid,1/5/2019 9:37
21930,686.33,686.33,0,5,36.12,63.5775,Cash,Full Paid,1/5/2019 9:38
21931,471,0,471,0,0,34.8,Credit,Not Paid,1/5/2019 9:41
21932,1474.69,1474.69,0,3,45.61,44.591,Cash,Full Paid,1/5/2019 9:41
21933,26.13,26.13,0,5,1.38,2.215,Cash,Full Paid,1/5/2019 9:44
21934,360,360,0,0,10,34,Cash,Full Paid,1/5/2019 9:46
21935,9,9,0,0,0,2,Cash,Full Paid,1/5/2019 9:47
21936,210,210,0,0,10,12,Cash,Full Paid,1/5/2019 9:47
21937,40,40,0,0,0,5.9,Cash,Full Paid,1/5/2019 9:50
21938,330,330,0,0,0,82.5,Cash,Full Paid,1/5/2019 9:51
21939,111.25,111.25,0,5,5.86,9.245,Cash,Full Paid,1/5/2019 9:54
21940,1740.02,1740.02,0,5,91.58,140.27,Cash,Full Paid,1/5/2019 9:55
21941,100,100,0,0,0,40,Cash,Full Paid,1/5/2019 9:55
21942,130,130,0,0,3,14.25,Cash,Full Paid,1/5/2019 9:59
21943,130,130,0,0,0,17.93,Cash,Full Paid,1/5/2019 10:07
21944,110,110,0,0,0,14,Cash,Full Paid,1/5/2019 10:12
21945,12,12,0,0,0.5,1.13,Cash,Full Paid,1/5/2019 10:14
21946,50,50,0,0,4,3.02,Cash,Full Paid,1/5/2019 10:20
21947,67.93,67.93,0,5,3.58,6.1545,Cash,Full Paid,1/5/2019 10:34
21948,100,100,0,0,5,5.2,Cash,Full Paid,1/5/2019 10:35
21949,6.5,6.5,0,0,0,0.85,Cash,Full Paid,1/5/2019 10:36
21950,206.63,206.63,0,5,10.88,18.155,Cash,Full Paid,1/5/2019 10:36
21951,53.89,53.89,0,5,2.84,4.6035,Cash,Full Paid,1/5/2019 10:38
21952,830,830,0,0,90,70,Cash,Full Paid,1/5/2019 10:54
21953,140,140,0,0,5,14.09,Cash,Full Paid,1/5/2019 10:54
21954,180,180,0,0,8.5,16.01,Cash,Full Paid,1/5/2019 11:03
21955,166.5,0,166.5,0,0,20.35,Credit,Not Paid,1/5/2019 11:08
21956,184.65,184.65,0,0,0,24.1,Cash,Full Paid,1/5/2019 11:12
21957,602.85,0,602.85,5,31.73,54.141,Credit,Not Paid,1/5/2019 11:18
